post_Healthy,post_Degraded,post_MaintenanceRequired,post_FailedRecoverable,post_FailedPermanent
3.271497589768379e-169,9.552114562054744e-92,7.497740632699209e-64,8.524468255639082e-19,1.0
1.7021969736759287e-158,3.4794344551072154e-81,2.7046108589940234e-58,2.8268721200368636e-16,1.0
4.0544418598610383e-178,2.017583352009298e-100,1.4600676686317566e-74,3.843752806451778e-22,1.0
4.730526728727827e-177,3.99205739188092e-93,2.2054851162436335e-66,6.53517685883186e-20,1.0
6.21714054467799e-150,4.113017899428296e-77,1.3955746151620803e-55,1.4755901225470654e-16,1.0
1.5909214432264218e-165,2.5053229000099077e-84,2.5304634590639926e-59,1.4677479322365568e-15,1.0
9.771861068688129e-163,3.380152030410492e-83,1.0806136030010356e-58,2.2837474780996883e-17,1.0
2.458012683090437e-173,3.0260127548990077e-93,7.353339366315783e-70,3.4931055427957256e-21,1.0
1.077033385887887e-176,1.506541825790206e-105,5.983328634001145e-83,7.9855768827476505e-25,1.0
1.7922813025240984e-122,1.31955291657781e-71,7.069330821313944e-55,6.61103407759909e-16,1.0
1.2734985396713105e-179,1.3608889786937688e-98,6.437790461322152e-74,1.3495910347591897e-22,1.0
5.796484211390836e-181,5.4340651304916275e-102,6.72036227704375e-77,1.634581577191359e-21,1.0
1.9013354374827986e-167,1.6200982301268533e-89,3.371091299037773e-66,7.325388902289132e-20,1.0
5.744670514795484e-174,9.74370642782436e-94,3.6977247441310497e-70,2.2608666236823556e-20,1.0
2.0424298369723486e-153,1.0423703493076328e-75,3.2389736344122376e-52,1.6713512214222013e-13,1.0
3.8792718085628905e-145,3.0287755615631463e-79,8.645617782851109e-58,3.510013115404888e-16,1.0
7.558835314599035e-161,6.927167400722336e-87,3.078048293066962e-64,4.33873435239734e-19,1.0
9.772994691794598e-173,8.943397795338943e-93,2.4796570194879824e-70,2.185398078613771e-21,1.0
2.4579101337673922e-147,1.186925288446099e-76,2.669458446419894e-56,1.6160418418324878e-16,1.0
1.0221204675713852e-182,3.8465554552542004e-99,4.692317052903248e-75,1.3228641323257768e-22,1.0
1.1604784518121373e-108,4.735061978888037e-59,3.018926322060441e-42,2.535238096192406e-12,0.9999999999972715
5.854425301476496e-139,2.9931109176319343e-74,7.404017957481104e-53,5.43700025770574e-16,1.0
3.4975978691605473e-152,4.130285836433501e-82,9.877918702522296e-59,1.9121881510628374e-17,1.0
8.825932954711734e-154,3.3772651338472997e-75,1.1263285284644194e-51,1.384008528939747e-13,1.0
9.483570850020064e-169,1.3311991058455965e-91,4.2000722731417473e-69,6.202923927924613e-19,1.0
9.055639706703045e-141,4.065122327608141e-74,7.299593877266356e-53,9.592782613338825e-14,1.0
2.193363729276041e-157,4.0104963404736985e-84,7.281118092169933e-59,3.0287196231258743e-16,1.0
9.607050663287748e-152,1.0462836066152721e-78,1.124331314306579e-53,4.178189424007747e-15,1.0
6.613151384700585e-155,7.991265498118224e-82,9.43991423659695e-59,4.0740534089727554e-16,1.0
1.1813224961988992e-166,5.184874057045734e-93,1.998023903780064e-68,5.492612676156281e-20,1.0
1.1717110068755268e-137,2.1688450049580338e-74,1.5492439873936275e-52,3.850266874040351e-15,1.0
5.419067163326806e-119,2.9889016991209226e-63,1.584218972682413e-45,5.583606125397183e-13,0.9999999999995453
1.4430005297307368e-174,3.814216435491586e-95,8.212973044236012e-72,3.051037554530473e-22,1.0
1.98520807895282e-155,2.7009084811140113e-87,5.655583820881205e-65,2.143427656529024e-18,1.0
3.3446287174909064e-149,1.3773176820639345e-79,1.9393524639988126e-58,1.6242416347696982e-16,1.0
1.6703417447650956e-172,1.1259143058650619e-88,2.1607421234789023e-62,3.83424630209975e-17,1.0
9.64871954724777e-170,5.904274642460165e-93,1.8334262350113308e-70,3.3838151789580786e-20,1.0
2.4684430054065673e-153,4.387269353348515e-84,3.4632596949292485e-61,9.2279423875801e-18,1.0
7.894537768654928e-148,1.314708783900967e-85,6.46234223338118e-64,5.630957283473109e-19,1.0
1.3447570171448207e-150,7.824813878128317e-84,1.6991264036439757e-62,1.0375577258834647e-17,1.0
3.8917625002468645e-176,2.111779652626516e-92,1.470093910569625e-66,9.594287514985594e-19,1.0
8.837531299343099e-177,9.168261893402374e-92,6.120215931301783e-65,1.7930776240039163e-17,1.0
1.3361623276402627e-197,7.287044047164261e-114,2.2003763732120977e-86,3.744038874727898e-25,1.0
9.931814036395746e-164,6.173001787676873e-87,3.0443773430390764e-63,4.589374815164906e-17,1.0
7.585568819752229e-142,4.032665464119458e-74,4.0450517558848606e-54,1.4676490350158343e-15,1.0
1.8940892021502187e-165,2.046433772698478e-90,5.161971609002456e-69,1.491997433128763e-20,1.0
3.3637461635287483e-152,2.7827798160961277e-83,1.0867592604401782e-60,4.277735594102189e-18,1.0
6.712184505810568e-140,1.7334921655647573e-67,1.372063249432998e-45,6.490076219322357e-14,1.0
7.530115815757535e-162,1.6033066307847059e-83,5.786259775741907e-60,1.0663107705472064e-15,1.0
8.323515956998512e-169,3.003367886722782e-96,2.420282409839178e-71,4.9885892478897394e-20,1.0
6.418212492474803e-167,7.837348475164046e-86,7.23671538021089e-61,4.739632214482199e-17,1.0
9.505715873407485e-141,1.6890482212966998e-76,3.9995895421803347e-56,1.924178924452305e-16,1.0
3.898086999776692e-172,1.1323046398140775e-93,2.6287072710342573e-69,1.438841794735127e-19,1.0
1.7836125249547307e-169,1.0969542962014546e-97,1.4352962512272635e-72,4.3518967344131735e-21,1.0
1.9652030676455978e-144,1.1169275112006175e-76,6.711292850855144e-53,6.401238701897934e-14,1.0
2.932231630359575e-174,6.670478673270356e-92,6.21892445017177e-67,3.1538792537013257e-19,1.0
7.040407236724542e-168,6.808095262956239e-88,1.2177113596258563e-63,2.5378477432849555e-17,1.0
5.3410520914819483e-138,5.289313342465163e-74,8.65170165167309e-52,3.5836090270863265e-15,1.0
1.582081098082101e-155,3.3104776418219215e-80,5.8194540218741815e-58,1.5093930842773157e-17,1.0
1.0674001568724408e-189,1.0261311076877081e-104,7.579788325994834e-80,6.235677355403842e-23,1.0
5.136107328030196e-170,4.2642743651478645e-89,3.318884735405821e-64,3.71317942843752e-17,1.0
1.2889495574917074e-147,2.4794655889842303e-76,4.157923672482657e-54,2.130429635515141e-15,1.0
1.4616474766536675e-165,1.0754499230839215e-88,4.288430325118725e-66,8.289404065289048e-19,1.0
1.5973378737552486e-157,1.5948351702201293e-81,1.1501526361300456e-59,1.1980326721070515e-17,1.0
1.62212765087961e-165,6.323425366532603e-90,3.072622719319204e-63,4.3377721055887905e-17,1.0
2.663253932226925e-194,3.9245084204016235e-109,8.89652674970162e-84,4.188382342876258e-24,1.0
8.732600902262105e-181,6.60105874402709e-100,6.1592951263033846e-71,1.47536365036516e-19,1.0
7.320125099533904e-173,5.017788366630552e-98,4.1239204080355604e-73,3.0246997628229763e-20,1.0
4.333026204733281e-144,1.1937368028493187e-77,7.053692812940364e-55,1.2643067558347773e-16,1.0
1.8766501319075347e-141,2.0329059969125254e-75,4.217162201205474e-56,9.461501479592914e-16,1.0
2.4239259734136574e-152,6.38992536731366e-85,6.663904656646949e-63,2.16674371916237e-17,1.0
5.890727014423462e-156,9.232446130578128e-81,2.798587998410734e-59,1.7952236967788795e-17,1.0
7.356393860248028e-175,3.7782218010620716e-92,8.508331077203773e-67,1.539107596159132e-18,1.0
5.533611073236241e-173,1.4988770329806998e-98,9.15802953231933e-73,4.55920918285214e-20,1.0
1.4239933903474132e-141,5.640000387779002e-79,4.544106455584013e-58,4.84303234566346e-17,1.0
1.407242456022803e-197,1.4535423110032546e-106,3.626157398059404e-78,5.207447412549995e-23,1.0
3.3355165288244876e-167,1.0900062022236334e-89,8.738428020000127e-67,5.000671192810035e-18,1.0
1.507032028041325e-169,3.838230953867084e-89,4.236259564016256e-65,3.9299052736238e-19,1.0
3.869791468303983e-157,4.33489473387415e-79,1.1354042439653483e-54,1.2693854116167321e-15,1.0
7.427652171868814e-140,5.15755152087592e-70,1.2704372311191828e-49,2.0797082288316985e-15,1.0
1.3511287242061904e-147,1.9065034838961957e-81,6.075138077297276e-60,5.2567247162996786e-18,1.0
6.403845457155813e-174,8.43057213807056e-100,9.664808163417649e-74,2.9127136391764994e-22,1.0
1.5573619305662984e-163,1.2249164257898049e-86,2.175989289789125e-63,2.1369904151787275e-18,1.0
1.1442517704012805e-158,5.118785591209257e-89,1.0026140755496061e-65,6.218535337071794e-20,1.0
4.218062407792832e-176,3.332400763569184e-94,5.097185488988869e-70,1.7153733600907824e-21,1.0
2.030534212632413e-116,2.656482137750253e-61,2.953513435768252e-44,4.780573294681718e-13,0.9999999999995453
2.3923940890836087e-178,3.6459138083652505e-95,9.393833749182885e-70,6.547069469909911e-20,1.0
5.855605776185589e-187,2.2289009903936178e-100,5.778218153820424e-74,1.0190836677262514e-21,1.0
5.682718575329145e-186,3.917242183027779e-104,1.3032560473546037e-79,3.7343235153797545e-23,1.0
2.111065537114893e-188,1.0918106272427103e-100,5.006597316094522e-73,1.0272391909622513e-20,1.0
5.165109089670152e-172,1.7752145000741688e-94,2.8940670389001704e-69,3.510391123716017e-19,1.0
1.140952402594296e-167,2.5679502811390137e-88,8.594558154702476e-63,3.017527881344763e-17,1.0
3.0949958681974396e-161,3.0849220445236435e-81,5.15171337138989e-57,2.887352291218936e-16,1.0
1.5101091738217342e-127,2.4781006454716706e-65,3.881358455330387e-46,4.3866221095226867e-13,0.9999999999995453
1.8825067202049037e-161,2.722668522307852e-86,1.2513247429462115e-64,2.2738639818561776e-19,1.0
1.2766230957273456e-180,2.5913604328599505e-102,1.6828648444811782e-75,1.0926783861942473e-20,1.0
1.64323906774221e-169,1.2846589419967601e-95,7.276452740861602e-71,1.0312364001066512e-19,1.0
1.4767232659980514e-167,8.472734939245948e-93,2.0286774314641322e-67,6.710449127156157e-20,1.0
3.153598583044456e-159,3.464472712714554e-80,1.5585434645309846e-56,2.602986976730443e-16,1.0
2.4976744884983303e-167,3.4500320687710914e-94,1.1457587249206111e-70,2.394991830446105e-21,1.0
3.2472844963100973e-149,3.044667204993501e-82,5.799807868908034e-60,3.090468700495745e-18,1.0
6.083964616984939e-168,3.17630566406523e-90,6.361360226675943e-68,7.55737558828754e-20,1.0
7.813291284384113e-164,1.0058153313856923e-87,4.457301066663771e-63,7.735523700142988e-19,1.0
9.8539351126551e-174,1.7244211892018777e-100,3.98767907643718e-76,2.0379589620953124e-22,1.0
8.661308198018078e-167,1.9029180888593661e-85,2.095418932397474e-60,1.0411093522506543e-16,1.0
4.947373858942416e-157,5.123751202884724e-84,5.258028074955364e-61,4.3153605570225776e-17,1.0
5.482305732792158e-175,3.334316685108963e-96,1.4059255191907342e-73,1.6610103087835215e-21,1.0
9.3146263451566e-153,3.582980559607422e-83,3.635106914382208e-60,6.37680160518137e-18,1.0
1.2676636798203196e-160,1.8827018334246903e-83,1.3780329981368207e-60,4.633821065581821e-17,1.0
8.718361998768076e-164,2.691413172714827e-86,1.8000967210621755e-62,1.3841617006566317e-18,1.0
2.0424692095688073e-168,9.334390911261686e-89,1.9281037168363268e-65,1.7968416020746147e-19,1.0
9.56416144196662e-202,7.620191691320149e-115,1.2451358073032533e-88,1.6773845924200972e-26,1.0
9.441775792405047e-175,4.292355501463989e-95,3.7135671779074596e-72,3.9938876915011303e-22,1.0
3.936778221573628e-167,1.0288472068631563e-88,1.1731848208145088e-64,1.933405605151181e-18,1.0
2.8745123952975964e-131,8.718508475126017e-68,1.55588482784118e-49,2.608724512248733e-15,1.0
4.553840464129701e-194,7.7833303058339e-105,6.220447930172371e-77,5.4208423271146355e-22,1.0
4.433874798222256e-177,4.455578012821836e-96,7.714483773837116e-71,6.780804057811814e-21,1.0
2.237375488993078e-137,5.8118346119409295e-78,1.672928517112709e-58,2.986870244012376e-17,1.0
2.3364509813011064e-183,9.818401823792421e-100,9.544110421517916e-77,1.88834708193622e-23,1.0
7.76918120111712e-161,2.7439808715039986e-80,2.7596308001743912e-55,1.0983938842164793e-15,1.0
1.6028468900538968e-150,1.4144943933165125e-77,1.1035947805325875e-55,4.172617721188071e-16,1.0
1.6605448570945827e-182,5.596464996212621e-98,5.187524056316568e-72,7.102994297069282e-20,1.0
3.8944549965337025e-165,2.5007601525433166e-87,3.100493245257446e-63,6.238921554872636e-18,1.0
2.7921232855753446e-164,1.4247088416910394e-85,3.932260618648418e-60,8.913058414240802e-18,1.0
3.168357996807172e-122,3.8595959533279045e-67,1.1171921534520646e-48,1.3900478957247078e-13,1.0
2.8105582000050925e-135,2.6308767369243275e-71,5.003276221233048e-49,2.241861128409834e-13,1.0
3.225163381133674e-155,1.8785920136150668e-81,5.497899319577679e-58,4.3359697025028787e-17,1.0
1.1853749560983034e-164,1.0472412304428322e-86,1.956649502701618e-63,1.1435508369231862e-17,1.0
1.5031224867448201e-168,5.24536366618753e-92,2.8526422067889237e-70,3.83382930317025e-21,1.0
2.680771867175527e-164,1.210090331252133e-85,3.245823667963714e-61,1.640278754795225e-17,1.0
6.215682038682784e-175,4.4541673727775734e-91,3.156022096947313e-65,1.2160517740906722e-19,1.0
5.889766362455596e-147,7.294390087128232e-76,2.362300576874314e-56,1.6697511491924578e-16,1.0
1.5232087618559768e-148,5.633232981613103e-76,6.56143705725971e-55,1.1579009804907878e-16,1.0
1.4664446469104281e-151,5.59292983639011e-77,8.447950566689525e-56,7.866167990989438e-17,1.0
1.278515123143333e-156,3.722412351359754e-83,3.996509403720325e-59,4.090719274612362e-17,1.0
4.212561927786143e-185,2.243063386279108e-98,4.982021690363702e-72,5.953632556223907e-22,1.0
3.3907448130614293e-174,5.498844670095989e-98,2.176289319078279e-71,2.0103339865671235e-21,1.0
1.348850374157051e-178,2.547860528791769e-103,1.263840729184445e-78,6.293899525772948e-22,1.0
1.0492048187732514e-165,7.862153025517057e-87,1.8105057846263646e-63,8.608619921155671e-19,1.0
1.5486908295059598e-178,8.289845725858102e-97,4.387512762881059e-73,1.2400731092462582e-21,1.0
3.8157738053845306e-165,1.2097832694622931e-86,4.217374906687108e-62,4.212908974415087e-18,1.0
1.4309198190209368e-172,2.8710612295315707e-98,5.156458028621833e-74,3.2770431061343298e-21,1.0
7.393503451357408e-164,4.145378894415516e-90,1.227447196742322e-69,7.460589524964017e-21,1.0
3.479746053214271e-170,4.507379757015975e-96,3.6059941551880684e-71,1.3325539223624475e-19,1.0
3.709278502705217e-153,2.7341357743295867e-84,1.7090175339047757e-63,4.945226430694254e-18,1.0
4.191630960564726e-168,5.932489359718928e-92,2.0666274899849094e-69,8.865982530904649e-21,1.0
1.61287976951801e-169,2.1197306342666134e-93,1.0681566041540056e-71,7.068017369597917e-21,1.0
2.8721492444946743e-173,2.5632958681953173e-95,2.6914098710192724e-71,1.0892446370153688e-20,1.0
1.0565278206398543e-179,7.110817918996106e-98,3.521682285586012e-74,1.133025393111219e-21,1.0
1.1811695039853629e-141,1.4155747589434905e-81,8.34469434310662e-62,3.7082659172086343e-17,1.0
3.84230451969562e-200,8.660805167417181e-108,3.0991248554907913e-78,3.7162437106706585e-22,1.0
3.026818292658311e-160,2.0509724858295174e-84,6.191882097865593e-62,7.401587178334946e-19,1.0
1.6022176051989183e-144,8.003743285529601e-77,3.716002549597669e-56,7.965946557779225e-17,1.0
2.0395447076210167e-191,5.032236817719926e-106,1.271470358094395e-81,7.878675491688099e-24,1.0
4.9549469288183094e-144,1.467644428584694e-78,8.155605422472776e-57,6.481725471023247e-16,1.0
3.251941173878143e-163,1.7850775928702804e-87,4.9872809568774595e-64,2.2172534313321463e-17,1.0
1.783376077642333e-153,4.7288387942297127e-79,1.2958759500451073e-57,9.037468697259853e-17,1.0
4.224033762309884e-169,2.4767223545040192e-88,1.3934483787487366e-64,1.3625184773170405e-19,1.0
6.958962644206365e-159,9.417230574483365e-92,6.199994772976797e-69,1.0237303760775964e-19,1.0
2.003163383576462e-148,3.6692469302986057e-84,3.2968188988711125e-63,3.7672478735450687e-19,1.0
6.42775320587909e-150,7.465057783904313e-81,2.3078899071082265e-60,4.3135104202508345e-18,1.0
2.2163980120398816e-158,2.2979497807720383e-80,3.1273452051491925e-57,4.9721422283246107e-17,1.0
2.1224276213939183e-149,2.8808370257008767e-82,2.493489832799246e-59,7.465240615437668e-18,1.0
1.835645351753864e-160,7.834436168256579e-84,5.128667194561761e-60,1.980404776618574e-16,1.0
4.113305295447388e-207,9.193519056562044e-116,6.912908191157572e-87,8.346020221166025e-25,1.0
8.644022189442113e-200,8.90785961395061e-114,4.845692665748752e-84,1.9108131831644375e-23,1.0
5.228507915143838e-155,3.685631460615866e-83,1.1569638036788958e-58,8.373706459457403e-17,1.0
1.1681616065643848e-190,4.716761305871664e-108,6.2921542955612e-80,1.4774965103894485e-23,1.0
3.1848515095950136e-153,1.1183107110932096e-85,3.623876607551263e-63,3.125168007216444e-18,1.0
8.600768780764625e-159,2.564946254481899e-84,9.742857886675264e-63,3.2586274258424028e-18,1.0
