episode,q_learning_return,sarsa_return,r_learning_avg_reward
0,16.2,66.89999999999998,0.9600000000000001
1,105.7,141.1,0.8797297297297298
2,144.2,26.900000000000002,0.8630769230769231
3,24.5,60.69999999999999,0.8490196078431372
4,20.7,167.50000000000003,0.6702702702702702
5,126.49999999999999,62.50000000000001,0.95
6,270.4,4.0,1.0
7,6.0,65.79999999999998,1.0
8,46.39999999999999,34.60000000000001,0.8164383561643836
9,3.0,90.19999999999999,0.7075757575757576
10,68.80000000000001,123.19999999999992,0.927
11,49.599999999999994,66.7,0.628125
12,40.4,122.09999999999997,0.6
13,26.6,70.60000000000001,0.9293893129770993
14,15.7,8.0,1.0
15,70.39999999999999,117.79999999999998,0.264516129032258
16,30.999999999999986,78.79999999999998,0.6856481481481482
17,120.60000000000001,189.70000000000002,0.6520833333333333
18,34.00000000000001,134.49999999999983,0.7594059405940593
19,26.999999999999993,-0.9999999999999998,0.75
20,28.9,230.30000000000032,0.875
21,17.0,10.2,0.8352941176470589
22,50.39999999999995,107.90000000000015,0.9120689655172415
23,103.50000000000004,2.3000000000000007,0.9140845070422534
24,108.70000000000016,242.80000000000015,0.8500000000000001
25,28.099999999999984,133.59999999999997,0.5653846153846155
26,134.3000000000002,115.99999999999996,0.6687116564417178
27,8.100000000000001,117.80000000000001,0.6092105263157895
28,96.1,23.100000000000005,0.8344262295081969
29,53.20000000000003,41.9,0.9
30,71.8,24.400000000000002,0.6808219178082193
31,61.00000000000003,29.700000000000017,0.9186046511627907
32,33.10000000000001,8.599999999999998,0.9851851851851853
33,44.499999999999964,151.99999999999997,0.8788659793814433
34,131.5000000000002,164.89999999999938,0.8766129032258063
35,12.700000000000001,30.400000000000013,0.9500000000000001
36,47.899999999999956,170.3000000000002,0.42
37,20.89999999999999,69.79999999999986,-0.1380952380952381
38,1.8,274.49999999999983,0.688888888888889
39,74.09999999999998,68.8999999999999,0.9095238095238094
40,94.8,34.59999999999999,0.8719298245614034
41,156.30000000000004,15.8,0.958490566037736
42,18.9,375.6999999999991,0.8802919708029197
43,40.1,3.0,0.7862275449101797
44,83.30000000000001,3.2,0.7543478260869564
45,29.7,11.799999999999997,0.915
46,10.400000000000002,28.799999999999986,0.8267857142857142
47,40.499999999999964,18.09999999999999,0.922222222222222
48,20.60000000000001,130.29999999999976,0.4789115646258504
49,23.7,13.0,0.8140186915887851
50,17.7,37.3,0.5830882352941176
51,139.4000000000002,244.1000000000002,0.7861904761904763
52,81.1,27.000000000000004,0.725
53,64.0,40.89999999999996,0.9357142857142858
54,129.1,105.69999999999983,1.0
55,59.400000000000006,95.39999999999996,0.7455223880597015
56,10.899999999999999,367.59999999999815,0.9375
57,289.29999999999995,148.50000000000006,0.7788461538461537
58,149.20000000000002,63.8,0.8313131313131314
59,11.600000000000001,19.6,0.6191176470588236
60,35.99999999999998,85.69999999999996,0.8522580645161292
61,2.0,114.80000000000021,0.8666666666666667
62,3.4000000000000004,42.59999999999996,0.8927083333333333
63,32.70000000000001,52.3,0.93
64,36.79999999999998,18.60000000000001,0.981578947368421
65,90.2000000000001,3.4000000000000004,1.0
66,14.500000000000004,23.99999999999999,0.5604651162790697
67,7.100000000000001,170.0999999999997,0.74
68,39.20000000000002,4.0,0.6695121951219513
69,17.0,164.8000000000001,0.9758620689655172
70,61.799999999999955,30.199999999999996,0.6812499999999999
71,160.20000000000005,118.80000000000003,0.7850746268656716
72,50.39999999999997,34.5,0.9416666666666665
73,3.0,120.00000000000007,0.8835820895522387
74,19.40000000000001,130.29999999999987,0.5822222222222222
75,12.200000000000001,105.10000000000008,0.8500000000000001
76,24.80000000000001,144.0,0.3285714285714286
77,90.89999999999996,13.5,0.7799999999999999
78,66.99999999999993,9.0,0.6911894273127754
79,25.200000000000006,56.39999999999995,0.6353846153846153
80,64.59999999999991,73.39999999999989,0.51
81,102.10000000000001,8.700000000000001,0.7823529411764706
82,99.70000000000002,75.90000000000013,0.8333333333333334
83,64.5,19.599999999999994,0.7460000000000001
84,46.49999999999993,92.30000000000001,0.6968586387434554
85,37.20000000000001,108.40000000000002,0.8829268292682926
86,91.70000000000002,35.599999999999994,0.6861111111111111
87,134.8,66.69999999999989,0.7128712871287128
88,-4.7,26.0,0.9308510638297872
89,217.30000000000027,0.8,0.5263157894736842
90,23.6,3.6,0.6444444444444444
91,45.799999999999976,13.999999999999998,0.9150000000000003
92,43.50000000000001,63.80000000000002,0.5652173913043478
93,120.50000000000009,12.6,0.8384615384615385
94,22.500000000000004,54.70000000000006,0.6528301886792451
95,108.1000000000002,25.80000000000002,0.6013888888888889
96,15.400000000000002,186.90000000000063,1.0
97,100.90000000000018,200.00000000000077,0.7205673758865248
98,79.00000000000013,173.10000000000034,0.6094339622641509
99,105.00000000000018,16.300000000000004,0.7628571428571429
100,64.30000000000001,110.30000000000017,0.9
101,6.7,11.800000000000002,0.8501930501930502
102,18.900000000000002,73.5,0.8080000000000002
103,64.50000000000007,33.89999999999999,0.975
104,25.499999999999986,113.50000000000003,0.9640350877192981
105,53.39999999999996,48.10000000000001,0.8866071428571428
106,34.7,5.0,0.9666666666666667
107,98.69999999999976,60.90000000000001,0.6416666666666667
108,217.60000000000014,88.29999999999983,0.6529850746268657
109,4.0,103.40000000000012,0.9500000000000001
110,44.49999999999999,33.29999999999998,0.725925925925926
111,21.70000000000001,3.1999999999999997,0.6044117647058824
112,12.600000000000001,32.5,0.9586206896551724
113,33.19999999999999,28.100000000000005,0.9636363636363636
114,11.800000000000002,24.50000000000001,0.5727272727272728
115,98.00000000000009,66.89999999999996,0.9538461538461538
116,63.99999999999994,135.70000000000002,0.9636363636363636
117,131.90000000000003,15.200000000000003,0.5292307692307693
118,164.30000000000004,131.6,0.5840336134453783
119,36.89999999999998,146.30000000000015,0.7520547945205479
120,117.99999999999997,42.49999999999999,0.26250000000000007
121,232.80000000000015,16.5,0.20000000000000004
122,47.60000000000004,8.6,0.7765217391304348
123,23.500000000000004,3.7,0.7397727272727272
124,15.100000000000007,160.7000000000002,0.7946428571428571
125,80.39999999999986,4.2,0.8125
126,2.4000000000000004,57.00000000000005,0.4066666666666666
127,52.799999999999976,42.3,0.7037234042553192
128,29.199999999999996,143.09999999999997,0.7726457399103139
129,30.399999999999995,50.89999999999997,0.9695652173913044
130,46.6,15.200000000000003,0.7592592592592593
131,32.0,86.00000000000009,0.6855555555555556
132,43.69999999999996,163.10000000000053,0.7214285714285714
133,3.0,28.499999999999982,0.8362068965517243
134,11.000000000000002,17.9,0.7258823529411765
135,37.199999999999974,180.70000000000002,0.1875
136,62.09999999999992,134.39999999999998,0.2750000000000001
137,269.20000000000044,41.4,0.35882352941176476
138,148.40000000000012,143.70000000000002,0.7703125
139,5.0,10.8,0.7666666666666666
140,280.7000000000013,11.500000000000002,0.715
141,54.1,23.100000000000005,0.821897810218978
142,16.800000000000004,52.70000000000003,0.7053333333333334
143,17.5,28.19999999999999,0.8393939393939395
144,-0.09999999999999964,43.499999999999986,0.773134328358209
145,52.89999999999997,-1.9,0.5891975308641976
146,6.6,47.699999999999974,0.5322368421052632
147,42.8,23.699999999999985,0.46666666666666673
148,20.10000000000001,45.10000000000002,0.7178947368421051
149,191.4000000000008,1.5,0.9088235294117647
150,36.9,50.199999999999946,0.7095238095238096
151,149.40000000000043,-2.2,0.62
152,303.19999999999976,102.59999999999978,0.5074074074074073
153,8.200000000000001,170.10000000000022,0.397560975609756
154,16.8,68.29999999999995,0.5770212765957446
155,17.199999999999996,81.40000000000005,0.7950000000000002
156,31.099999999999984,-1.5999999999999983,0.8125
157,77.40000000000003,74.4,0.775
158,79.99999999999989,12.6,0.7884615384615385
159,76.09999999999994,166.79999999999995,0.6146666666666667
160,21.10000000000001,36.99999999999999,0.6
161,29.3,264.70000000000016,0.6094594594594593
162,111.10000000000011,5.4,0.7196319018404909
163,7.799999999999998,13.600000000000003,0.6410714285714286
164,45.599999999999994,2.0,0.9065789473684213
165,39.69999999999999,167.8000000000002,0.6211764705882353
166,31.000000000000025,8.799999999999999,0.7174311926605502
167,91.10000000000014,74.8,0.5530973451327433
168,34.899999999999984,37.5,0.7297297297297298
169,55.5,152.6,0.610843373493976
170,21.500000000000014,44.899999999999984,0.71005291005291
171,46.69999999999999,196.00000000000009,0.32499999999999996
172,-1.8,77.30000000000008,0.8160000000000002
173,16.7,40.79999999999999,0.6357142857142856
174,75.10000000000002,143.10000000000002,0.7341880341880342
175,-0.1000000000000002,29.1,0.6426751592356689
176,30.399999999999984,218.00000000000057,0.6666666666666667
177,47.299999999999976,12.600000000000005,0.7036458333333333
178,158.70000000000059,89.80000000000008,0.3744680851063829
179,56.500000000000064,105.40000000000002,0.7892857142857144
180,115.5,11.0,0.9666666666666667
181,178.49999999999983,30.49999999999998,1.0
182,129.59999999999985,1.4,0.9453333333333334
183,19.60000000000001,4.5,0.7548387096774192
184,6.300000000000004,98.99999999999996,0.7173160173160172
185,15.900000000000006,10.2,0.7916666666666666
186,4.3999999999999995,75.20000000000013,0.43414634146341463
187,233.60000000000085,200.6000000000006,0.72
188,39.599999999999994,78.50000000000001,0.7112244897959182
189,35.400000000000006,164.40000000000006,0.94375
190,44.599999999999994,12.8,0.99
191,43.50000000000002,4.5,0.8281818181818185
192,113.00000000000011,89.90000000000009,0.8777777777777778
193,10.700000000000006,34.69999999999998,0.8
194,128.60000000000028,58.39999999999995,0.6049382716049382
195,18.3,244.70000000000007,0.7816326530612244
196,47.09999999999997,1.2,0.6629629629629631
197,163.7,38.49999999999998,0.8157894736842106
198,67.2,108.70000000000023,0.7386503067484663
199,232.99999999999994,47.50000000000001,0.7158482142857144
200,248.69999999999962,10.499999999999998,0.6879464285714285
201,36.99999999999999,102.89999999999982,0.7208333333333332
202,23.30000000000001,34.30000000000001,0.7126984126984126
203,3.2,12.0,0.7886274509803921
204,33.79999999999998,94.4000000000001,0.9833333333333334
205,13.199999999999996,38.59999999999998,0.643103448275862
206,33.900000000000006,21.099999999999998,-0.06000000000000007
207,39.0,35.99999999999998,0.6838235294117647
208,69.89999999999999,4.6,0.9363636363636364
209,17.299999999999994,136.6000000000002,0.9500000000000001
210,54.5,91.39999999999989,-1.15
211,112.79999999999998,18.600000000000005,0.8595744680851064
212,26.00000000000001,30.399999999999984,-0.6559999999999999
213,97.50000000000011,74.10000000000008,0.18181818181818182
214,70.10000000000001,20.599999999999994,0.7402439024390244
215,64.19999999999999,16.0,0.8527777777777779
216,51.60000000000006,1.2,1.0
217,78.00000000000013,24.199999999999996,0.9923076923076923
218,206.39999999999912,19.799999999999994,0.680392156862745
219,32.7,124.20000000000022,0.54
220,105.99999999999984,23.49999999999999,0.8428571428571429
221,8.400000000000002,6.0,0.8000000000000002
222,19.699999999999992,44.60000000000004,0.7072164948453608
223,134.29999999999995,14.700000000000008,0.6499999999999998
224,35.9,21.20000000000001,0.5941176470588235
225,12.000000000000002,10.3,0.5421768707482993
226,109.19999999999986,263.3999999999998,0.7432835820895523
227,10.4,130.8,0.828888888888889
228,8.100000000000001,73.69999999999999,0.7272727272727273
229,30.50000000000003,9.399999999999999,0.7421926910299004
230,27.900000000000016,88.2,0.78125
231,66.19999999999999,20.299999999999994,0.8608695652173914
232,17.9,6.300000000000001,-0.9769230769230769
233,3.3,95.20000000000007,-0.2846153846153846
234,32.69999999999999,7.100000000000001,0.6647398843930635
235,85.70000000000003,108.9999999999998,0.611650485436893
236,6.300000000000001,3.7000000000000015,0.5822222222222223
237,157.10000000000002,4.7,0.5058139534883722
238,4.2,2.0,0.4050632911392405
239,6.0,22.099999999999998,0.8454545454545456
240,56.599999999999916,3.0,0.8666666666666667
241,89.19999999999996,142.89999999999984,0.8111111111111112
242,36.099999999999994,5.3999999999999995,0.6979381443298971
243,4.0,1.6,0.86
244,13.700000000000008,1.0,0.7875
245,25.400000000000013,78.80000000000015,0.6788461538461538
246,18.6,65.59999999999994,0.6652439024390243
247,59.50000000000008,206.4000000000006,0.684782608695652
248,6.3999999999999995,61.49999999999992,0.6743589743589745
249,48.6,14.000000000000004,0.7428571428571429
250,-1.5999999999999992,84.20000000000003,0.8588235294117647
251,120.79999999999978,88.80000000000013,0.7250000000000001
252,23.00000000000001,111.59999999999981,0.8043478260869567
253,111.89999999999986,58.39999999999997,0.5470588235294118
254,-2.1,221.30000000000072,0.8285714285714286
255,53.099999999999994,123.00000000000021,0.7857142857142857
256,59.39999999999999,29.79999999999999,0.8375
257,4.0,184.20000000000053,0.7700787401574805
258,7.7,12.800000000000002,0.7
259,54.49999999999995,1.9,0.7135802469135804
260,39.8,6.661338147750939e-16,0.44699999999999995
261,84.50000000000016,1.0999999999999999,0.6966666666666667
262,166.00000000000054,4.5,0.6538461538461539
263,55.79999999999993,212.49999999999957,0.5304347826086956
264,116.49999999999983,2.3,0.6562499999999999
265,177.2000000000001,88.39999999999989,0.7
266,3.0,50.59999999999997,0.615
267,18.5,39.5,0.7027777777777777
268,42.3,324.29999999999995,0.5896907216494844
269,166.2000000000001,18.2,0.6568965517241381
270,34.20000000000002,16.7,0.6311111111111111
271,60.999999999999915,4.299999999999998,0.6386554621848741
272,48.3,36.10000000000001,0.7999999999999999
273,78.20000000000002,71.50000000000001,0.6825806451612902
274,39.69999999999999,102.3,0.8184210526315792
275,2.7,1.7,0.7359374999999999
276,168.9000000000006,-9.100000000000001,0.7499999999999999
277,6.9,41.2,0.7767441860465115
278,38.19999999999998,70.80000000000001,0.8
279,133.80000000000007,-8.599999999999996,0.8000000000000003
280,10.2,10.999999999999998,0.7643478260869566
281,1.0,124.6999999999998,0.5462962962962964
282,35.799999999999976,36.10000000000001,0.5499999999999998
283,53.100000000000044,9.6,0.723076923076923
284,243.0000000000007,11.499999999999996,0.6497109826589595
285,7.800000000000001,98.10000000000014,0.8258064516129032
286,24.8,24.3,0.6295454545454545
287,23.300000000000026,108.60000000000001,0.7584415584415585
288,25.89999999999999,115.5,0.6685714285714286
289,66.3,112.69999999999993,0.696
290,205.80000000000024,9.8,0.7619047619047616
291,23.7,44.09999999999999,0.6349206349206349
292,1.4,91.90000000000018,0.6818181818181818
293,186.49999999999983,8.3,0.8542857142857142
294,40.40000000000001,45.30000000000001,0.7171428571428572
295,0.6,50.40000000000003,0.6444444444444445
296,125.60000000000014,18.700000000000003,0.5041666666666668
297,77.89999999999998,20.1,0.6119402985074626
298,19.69999999999999,58.99999999999995,0.2052631578947369
299,157.20000000000059,2.4000000000000004,0.7206896551724138
